v_ego,v_followed,v_oncoming,dist_flw_m,dist_oncom_m,engine_power_kw,weight_kg,road_friction,driver_age,years_driving,km_driven,rel_v_oncoming,rel_v_followed,target
143.81,93.3,89.42,61.82,1467.48,186.48,1951.36,0.24,28.78,40.17,355.12,233.23,50.51,1
52.79,101.05,41.72,75.99,152.24,248.62,1590.71,0.32,84.48,24.68,315.54,94.51,-48.26,0
49.19,107.08,45.82,70.52,706.49,139.26,2990.87,0.92,83.99,33.02,7.19,95.01,-57.89,0
99.25,110.28,83.97,99.14,1786.4,90.46,2821.39,0.15,47.76,43.1,196.53,183.22,-11.03,0
51.25,60.51,62.95,11.56,660.9,150.01,1412.94,0.85,79.09,49.82,28.96,114.2,-9.26,0
38.36,117.55,135.53,31.46,1029.62,177.71,1864.7,0.75,63.83,20.51,25.47,173.89,-79.19,0
140.21,27.4,84.6,96.98,1289.97,141.11,2531.86,0.84,72.58,46.72,284.85,224.81,112.81,1
52.01,127.36,37.76,33.77,731.25,107.41,2989.68,0.94,78.16,32.38,174.43,89.77,-75.35,0
35.43,31.68,107.63,51.87,1252.69,103.5,2178.85,0.56,46.4,13.37,48.16,143.06,3.75,0
63.43,54.72,55.01,97.0,699.64,203.83,2853.32,0.72,38.74,6.16,406.05,118.44,8.71,0
146.22,43.49,142.31,12.82,1356.06,83.35,1838.74,0.17,71.49,44.76,336.23,288.53,102.73,1
40.61,83.31,106.13,69.61,1211.35,195.33,2700.89,0.76,29.42,41.32,21.44,146.74,-42.7,0
106.49,118.26,149.75,44.37,176.24,108.05,1835.04,0.94,66.62,11.26,104.7,256.24,-11.77,0
64.38,66.69,57.12,71.31,1589.48,182.72,2610.53,0.71,72.29,5.57,67.01,121.5,-2.31,0
126.97,97.1,89.05,10.76,1433.56,208.37,1439.81,0.75,65.3,43.97,212.15,216.02,29.87,1
80.56,46.22,34.01,14.8,1237.17,264.96,2906.1,0.57,37.06,11.02,125.94,114.57,34.34,1
140.73,60.99,37.06,36.74,544.01,298.15,1687.72,0.62,81.6,47.01,269.96,177.79,79.74,1
129.13,53.61,56.01,94.1,1275.04,235.52,1712.23,0.94,89.01,42.63,171.84,185.14,75.52,1
46.13,75.64,131.07,63.65,304.25,272.55,1503.29,0.39,76.03,31.5,200.43,177.2,-29.51,0
141.81,96.68,109.14,77.06,1684.68,257.53,2572.08,0.97,25.18,3.48,258.26,250.95,45.13,1
147.76,128.28,97.82,82.24,1104.71,77.1,1729.64,0.2,24.73,37.54,477.49,245.58,19.48,0
143.29,127.68,145.23,45.23,1668.55,89.67,1342.67,0.43,50.94,3.6,31.38,288.52,15.61,0
35.62,40.67,102.44,16.74,1672.83,190.1,2499.92,0.81,46.97,15.62,79.92,138.06,-5.05,1
102.41,126.26,95.52,18.73,1502.48,267.42,1520.21,0.6,80.87,17.19,67.46,197.93,-23.85,1
131.05,70.42,81.87,86.33,1554.62,151.63,2287.3,0.2,16.76,26.38,436.32,212.92,60.63,1
100.04,83.72,93.44,46.68,869.4,213.25,2573.11,0.48,77.6,34.93,88.4,193.48,16.32,0
128.46,112.78,47.18,82.12,1563.64,72.41,2001.18,0.79,78.6,29.46,156.32,175.64,15.68,1
137.11,123.42,74.54,95.76,1384.4,144.51,2231.68,0.69,57.46,39.67,106.82,211.65,13.69,0
146.06,78.74,101.4,25.28,1913.05,136.15,2006.03,0.89,21.45,20.9,491.49,247.46,67.32,1
119.69,78.02,56.14,53.22,987.98,101.93,1702.08,0.68,21.44,30.84,123.13,175.83,41.67,1
105.61,100.5,52.23,24.45,1110.74,210.3,2448.41,0.29,18.0,31.09,56.67,157.84,5.11,0
58.74,67.75,149.04,95.81,434.67,114.41,2544.69,0.35,86.19,46.76,29.02,207.78,-9.01,0
99.68,91.3,127.35,55.57,806.44,97.57,2556.94,0.39,20.79,2.21,32.72,227.03,8.38,0
117.7,55.06,144.78,33.95,666.09,57.67,2371.48,0.72,41.11,11.13,149.15,262.48,62.64,1
140.0,128.58,90.09,29.89,432.77,179.34,2474.07,0.5,20.27,2.51,83.42,230.09,11.42,0
124.28,125.16,139.66,92.05,1972.42,112.48,1470.34,0.78,49.46,40.31,275.17,263.94,-0.88,0
104.56,90.16,72.87,43.99,1344.46,175.4,2139.5,0.86,81.97,6.1,176.08,177.43,14.4,1
53.85,101.47,126.88,30.3,390.69,101.52,1542.6,0.53,49.76,41.58,45.8,180.73,-47.62,0
111.62,26.92,79.88,36.78,1394.11,95.03,1762.02,0.54,84.45,29.67,62.19,191.5,84.7,1
127.65,36.06,137.79,68.99,405.05,175.33,2791.92,0.25,30.93,36.74,287.43,265.44,91.59,0
78.83,27.76,112.36,25.24,796.47,299.79,2845.53,0.29,64.04,17.71,114.31,191.19,51.07,1
67.46,63.66,96.68,16.38,1600.42,262.97,2494.99,0.67,45.66,41.97,496.46,164.14,3.8,1
62.47,75.91,92.96,86.03,749.01,84.37,1327.25,0.14,43.65,13.32,274.92,155.43,-13.44,0
133.09,110.72,79.38,63.2,524.14,78.14,2287.79,0.28,64.22,7.05,29.56,212.47,22.37,0
115.97,102.83,82.35,86.9,403.87,152.08,2685.85,0.98,53.65,37.25,276.97,198.32,13.14,0
65.0,90.2,61.74,40.37,1121.23,253.46,1468.04,0.6,24.96,17.52,477.56,126.74,-25.2,0
116.4,110.53,125.3,12.99,1452.17,215.86,2801.01,0.78,75.29,16.06,493.94,241.7,5.87,0
112.44,68.45,139.76,60.01,721.86,229.35,1588.08,0.44,49.79,9.56,213.9,252.2,43.99,0
134.65,107.46,70.91,28.94,1586.5,139.43,2816.52,0.68,44.07,30.74,91.95,205.56,27.19,1
127.91,122.46,136.72,11.54,155.46,127.42,2947.93,1.0,18.95,14.12,84.53,264.63,5.45,0
38.52,70.3,60.88,30.93,1216.04,125.71,1677.46,0.6,47.76,33.59,446.95,99.4,-31.78,1
108.15,95.47,39.74,85.4,1353.09,55.05,1687.19,0.2,35.97,17.98,271.97,147.89,12.68,0
114.44,82.79,80.05,34.15,164.09,229.44,2504.51,0.59,37.0,7.02,248.77,194.49,31.65,0
72.19,107.18,55.95,85.23,477.2,202.31,2550.43,0.97,37.64,23.09,273.12,128.14,-34.99,0
148.52,109.96,111.09,40.16,858.09,260.87,1450.54,0.69,56.07,37.51,369.88,259.61,38.56,1
144.07,101.01,58.48,89.47,1254.87,255.05,2599.7,0.51,87.75,45.89,164.32,202.55,43.06,1
148.02,65.75,52.31,84.58,425.72,190.38,1796.35,0.3,33.26,9.94,314.35,200.33,82.27,0
71.21,54.46,85.74,93.35,1324.46,84.41,1568.33,0.75,50.85,3.28,10.9,156.95,16.75,0
96.45,90.32,129.94,58.13,1245.8,228.48,1818.24,0.22,18.47,20.22,57.69,226.39,6.13,0
135.28,122.89,75.12,56.25,1947.42,172.73,1494.76,0.81,45.66,25.43,36.39,210.4,12.39,1
126.44,70.12,42.3,70.35,728.85,55.1,1632.67,0.65,84.23,34.34,282.54,168.74,56.32,1
136.58,60.09,32.03,42.29,1003.37,146.77,2783.8,0.28,42.22,11.08,45.68,168.61,76.49,1
149.38,65.66,78.33,93.44,492.86,239.82,1951.6,0.55,48.29,7.3,121.93,227.71,83.72,0
42.64,56.6,111.4,57.04,1148.81,146.22,1314.23,0.7,50.25,10.31,122.62,154.04,-13.96,0
127.9,127.41,106.99,45.82,1834.12,257.35,1676.61,0.47,21.49,5.7,278.2,234.89,0.49,0
139.31,75.45,84.36,78.93,1326.77,237.22,1429.77,0.84,41.83,37.79,423.6,223.67,63.86,1
64.49,83.57,120.38,61.15,1030.93,68.36,2706.23,0.13,60.31,38.55,389.2,184.87,-19.08,0
118.61,110.63,55.86,61.07,225.36,211.9,2447.31,0.37,49.58,30.37,490.98,174.47,7.98,0
121.38,29.74,39.95,98.12,875.93,60.29,2634.22,0.47,60.89,25.43,361.12,161.33,91.64,1
98.16,72.43,127.02,98.02,1288.25,169.06,1914.15,0.64,49.4,36.65,491.23,225.18,25.73,0
142.12,95.87,140.28,74.49,1779.38,57.39,2397.16,0.58,86.5,17.41,417.47,282.4,46.25,1
89.1,52.57,133.44,86.48,393.55,226.63,2517.54,0.95,83.99,34.62,7.52,222.54,36.53,0
74.98,54.3,134.26,74.01,1946.14,218.1,2283.73,0.59,27.41,38.66,123.63,209.24,20.68,1
117.04,62.67,43.03,69.78,1070.88,118.19,2208.83,0.3,35.95,24.09,411.3,160.07,54.37,1
80.21,127.67,139.78,23.7,1475.12,260.29,2413.34,0.13,21.44,33.13,248.75,219.99,-47.46,0
33.98,126.32,82.84,13.22,281.0,113.05,2015.65,0.42,77.22,21.05,319.32,116.82,-92.34,0
74.8,43.18,37.9,39.32,1353.51,110.94,2278.3,0.98,81.66,27.36,357.86,112.7,31.62,1
40.49,21.64,82.15,24.44,364.98,113.33,1923.66,0.33,19.8,25.36,263.13,122.64,18.85,0
109.66,26.57,130.75,89.14,653.43,187.17,2721.66,0.24,68.15,6.92,140.48,240.41,83.09,1
90.37,20.14,120.79,19.51,271.7,102.08,1572.62,0.36,87.54,36.76,209.75,211.16,70.23,0
130.48,52.44,58.19,43.55,1780.33,257.38,1996.86,0.97,26.5,18.22,194.17,188.67,78.04,1
107.97,65.22,106.36,27.03,859.99,295.08,1300.17,0.93,34.41,48.18,37.27,214.33,42.75,1
52.82,94.34,46.87,63.74,1984.38,118.31,2359.82,0.33,31.57,20.67,248.48,99.69,-41.52,1
99.61,127.05,123.48,15.58,1139.13,60.4,1957.89,0.78,68.47,45.22,179.35,223.09,-27.44,0
125.97,102.76,48.04,27.97,1902.36,75.61,1648.33,0.23,80.43,37.33,267.49,174.01,23.21,1
128.69,118.72,72.77,67.95,1721.78,231.51,2810.18,0.41,25.28,7.23,30.52,201.46,9.97,0
145.68,79.77,42.14,92.79,381.47,61.11,1519.61,0.23,46.72,16.62,69.17,187.82,65.91,0
128.62,112.58,90.09,13.15,1684.43,116.96,2626.35,0.63,26.02,44.07,62.8,218.71,16.04,1
139.11,73.26,55.32,91.4,718.67,178.77,1945.89,0.77,74.72,47.77,284.62,194.43,65.85,1
53.57,93.78,58.46,27.0,741.02,129.62,1610.28,0.12,37.61,23.07,117.3,112.03,-40.21,0
144.76,42.59,91.68,72.05,1087.22,211.92,2874.59,0.96,79.88,38.2,325.56,236.44,102.17,1
32.3,94.71,30.67,85.82,654.32,164.92,2010.95,0.28,87.06,49.46,149.39,62.97,-62.41,0
56.95,129.58,57.47,75.77,1774.08,169.92,2913.74,0.72,37.45,18.36,241.74,114.42,-72.63,0
37.49,51.67,101.12,46.97,797.26,250.27,1621.87,0.35,46.17,46.26,347.65,138.61,-14.18,0
115.57,93.41,116.25,51.01,776.77,183.66,1337.97,0.24,39.32,21.43,286.66,231.82,22.16,0
142.26,44.21,56.6,98.36,589.07,125.53,2278.57,0.21,62.21,35.05,275.79,198.86,98.05,1
48.52,128.25,117.29,65.97,1963.55,202.58,1412.65,0.79,35.28,7.09,31.97,165.81,-79.73,0
62.34,106.89,131.52,38.8,127.3,171.5,2527.7,0.37,55.49,11.32,89.09,193.86,-44.55,0
104.69,70.97,137.37,41.92,999.38,73.62,1661.23,0.36,39.68,28.11,52.18,242.06,33.72,1
97.67,123.76,129.53,55.06,1522.87,140.14,2232.6,0.69,79.96,26.33,310.2,227.2,-26.09,0
54.53,69.38,146.65,66.13,1677.46,247.28,2506.03,0.75,28.95,16.22,314.06,201.18,-14.85,0
111.33,106.06,135.75,20.1,1461.68,68.57,2648.54,0.51,67.05,34.97,324.56,247.08,5.27,0
147.74,88.84,116.16,68.8,1191.73,99.74,2970.64,0.44,23.68,25.3,98.89,263.9,58.9,1
84.04,54.59,77.0,72.73,1024.67,293.19,2173.67,0.18,65.99,6.74,301.35,161.04,29.45,1
52.18,77.12,148.22,54.61,1829.43,210.79,2855.41,0.46,37.52,49.82,389.47,200.4,-24.94,0
51.81,34.74,67.11,41.21,1718.54,205.71,1746.24,0.58,38.27,45.5,74.79,118.92,17.07,1
77.92,119.76,103.65,84.42,116.49,216.09,2676.17,0.9,27.52,18.76,346.72,181.57,-41.84,0
114.97,67.34,121.14,28.28,537.65,64.73,1815.44,0.51,38.17,32.27,170.42,236.11,47.63,1
149.45,78.51,141.27,30.29,1447.26,291.21,2930.31,0.77,67.58,27.06,256.07,290.72,70.94,1
144.58,26.05,53.97,30.43,563.53,193.09,1751.49,0.42,61.17,46.31,440.58,198.55,118.53,1
55.28,71.23,81.46,33.44,729.08,177.81,2209.13,0.47,86.52,26.21,455.97,136.74,-15.95,0
33.25,69.29,42.03,16.6,1885.67,184.51,2834.95,0.64,74.77,11.8,23.67,75.28,-36.04,1
97.92,61.35,47.9,59.11,1108.21,285.82,1790.43,0.98,51.97,3.36,230.1,145.82,36.57,1
55.35,127.58,75.11,90.03,509.76,236.28,2133.92,0.75,17.57,48.5,389.55,130.46,-72.23,0
122.33,125.28,100.81,58.7,1780.69,140.97,2547.03,0.88,51.21,9.78,159.99,223.14,-2.95,0
149.58,100.92,59.2,74.47,749.67,169.19,2155.57,0.14,50.42,49.64,397.96,208.78,48.66,1
43.59,65.78,101.51,31.12,1647.93,271.92,2325.22,0.65,48.92,20.64,140.99,145.1,-22.19,1
113.36,79.62,103.76,45.41,164.79,141.44,2951.99,0.91,82.96,47.16,253.8,217.12,33.74,0
92.42,118.42,81.09,24.3,517.53,210.51,1665.89,0.99,72.69,29.11,444.75,173.51,-26.0,0
103.63,128.81,56.13,99.41,1719.46,182.7,1612.65,0.23,67.44,8.82,319.68,159.76,-25.18,0
94.29,71.54,77.0,54.39,1587.52,82.09,1563.0,0.56,35.8,10.5,79.62,171.29,22.75,1
114.92,25.17,133.14,53.13,759.14,250.19,2303.01,0.19,87.51,26.19,267.75,248.06,89.75,1
40.54,115.45,143.67,99.35,1513.04,135.73,1652.19,0.62,46.96,48.87,186.38,184.21,-74.91,0
64.29,105.55,80.87,90.84,591.2,77.31,1684.05,0.57,47.19,11.08,389.11,145.16,-41.26,0
102.42,98.58,95.0,15.12,1427.6,132.37,2139.59,0.23,89.81,22.78,478.01,197.42,3.84,1
109.04,51.63,42.83,67.98,614.32,219.94,2623.6,0.72,31.6,17.72,79.3,151.87,57.41,1
65.35,44.7,36.44,52.14,1888.18,288.82,2081.26,0.41,83.04,40.17,67.35,101.79,20.65,1
147.22,60.59,67.86,60.99,224.02,154.13,2864.9,0.25,86.51,10.23,434.83,215.08,86.63,0
100.24,76.33,90.72,54.66,1874.12,200.98,2995.58,0.74,48.48,7.92,406.74,190.96,23.91,1
99.39,70.64,43.08,58.28,516.38,55.48,2691.7,0.87,57.56,38.91,246.88,142.47,28.75,0
97.09,97.95,94.37,25.37,710.13,135.82,1785.47,0.26,79.33,12.64,406.52,191.46,-0.86,0
53.88,58.88,66.59,55.7,524.27,299.74,1530.87,0.73,43.99,9.29,226.46,120.47,-5.0,0
138.29,128.34,127.34,35.19,932.46,219.48,2560.78,0.53,21.84,47.51,95.09,265.63,9.95,0
71.7,104.46,62.58,33.07,376.84,273.51,2019.85,0.89,22.14,1.75,79.55,134.28,-32.76,0
85.01,73.38,78.56,22.5,751.01,188.46,2267.69,0.56,27.08,38.32,64.76,163.57,11.63,0
133.93,35.98,33.12,73.74,910.91,245.9,2496.76,0.53,37.95,37.11,395.74,167.05,97.95,1
133.97,114.54,74.68,60.83,1155.09,220.87,1345.89,0.26,76.04,22.74,227.41,208.65,19.43,0
74.13,102.42,65.32,71.42,774.82,95.2,1552.3,0.96,30.41,38.04,255.76,139.45,-28.29,0
125.42,117.62,138.99,86.53,1121.5,166.64,1952.47,0.16,86.16,27.79,157.22,264.41,7.8,0
61.19,34.1,50.78,61.72,1714.59,254.13,2824.77,0.47,81.68,44.49,289.8,111.97,27.09,1
118.79,122.74,38.2,18.84,1349.94,56.78,1676.43,0.42,28.5,3.75,300.29,156.99,-3.95,1
111.56,74.79,90.08,22.18,711.57,143.77,2518.82,0.93,48.65,22.88,140.19,201.64,36.77,1
78.33,95.21,146.28,40.27,1453.54,222.17,1478.94,0.58,47.42,47.53,53.41,224.61,-16.88,0
107.15,104.75,102.66,38.13,190.24,123.96,2177.89,0.65,81.24,16.72,385.77,209.81,2.4,0
95.63,40.78,137.68,17.72,950.34,294.21,2868.04,0.11,16.8,33.56,426.18,233.31,54.85,1
39.87,104.92,40.91,71.35,865.53,202.14,2990.15,0.43,79.99,48.27,218.44,80.78,-65.05,0
71.56,90.1,33.08,36.79,1936.73,108.19,1810.39,0.34,42.5,17.04,246.17,104.64,-18.54,1
55.34,42.41,101.19,11.36,877.15,290.64,1941.83,0.76,50.82,6.47,266.78,156.53,12.93,1
120.0,125.57,75.0,69.59,1260.81,173.47,1300.11,0.76,37.61,33.76,310.94,195.0,-5.57,0
129.86,64.81,37.4,52.86,968.91,281.71,1357.49,0.84,74.97,10.48,492.15,167.26,65.05,1
76.65,110.25,86.72,80.57,264.99,144.27,1640.44,0.64,45.99,24.32,283.13,163.37,-33.6,0
71.51,50.1,143.56,42.4,1676.04,102.23,1531.83,0.75,82.18,5.14,310.15,215.07,21.41,1
142.88,67.97,133.27,68.43,1785.28,227.78,1560.09,0.99,69.28,18.07,361.34,276.15,74.91,1
136.8,128.69,79.14,94.25,537.34,189.93,1353.95,0.2,23.46,38.72,288.38,215.94,8.11,0
133.76,63.79,56.3,40.14,1797.69,69.6,2191.4,0.2,63.91,49.17,422.75,190.06,69.97,1
99.71,41.9,42.95,94.67,1810.41,94.51,1562.71,0.23,64.58,13.75,14.16,142.66,57.81,1
136.02,129.5,148.75,46.07,793.2,140.75,1336.4,0.83,24.41,44.82,322.38,284.77,6.52,0
94.3,96.22,88.27,76.0,1749.16,227.41,1780.76,0.25,34.33,45.48,37.48,182.57,-1.92,0
86.28,82.23,54.03,78.87,474.67,299.93,2976.81,0.73,39.78,23.68,414.41,140.31,4.05,0
51.25,76.92,53.67,71.32,606.54,136.07,1960.7,0.42,88.36,3.01,488.37,104.92,-25.67,0
138.05,104.18,32.23,35.55,1319.91,109.9,2374.05,0.29,72.09,12.23,151.09,170.28,33.87,1
69.02,75.54,103.48,19.01,1097.29,239.92,1512.63,0.69,45.04,36.3,179.02,172.5,-6.52,0
72.06,42.13,106.05,68.91,909.41,273.11,2375.14,0.53,20.9,31.93,151.13,178.11,29.93,1
101.92,84.13,110.63,88.88,1488.7,111.72,1824.2,0.87,71.5,10.35,244.32,212.55,17.79,0
41.74,20.68,133.06,16.89,1942.1,284.05,2246.02,0.67,19.01,31.35,489.99,174.8,21.06,1
90.01,64.24,52.06,53.37,226.25,148.68,2851.3,0.77,89.67,36.5,168.81,142.07,25.77,0
120.67,30.94,91.43,47.72,1674.25,197.28,1975.36,0.76,33.24,2.64,266.77,212.1,89.73,1
40.02,96.18,124.67,58.94,1928.89,276.42,2079.26,0.19,89.84,35.41,126.51,164.69,-56.16,0
71.11,83.14,53.54,57.69,1151.15,109.55,2246.01,0.35,55.39,34.38,33.89,124.65,-12.03,0
113.57,65.29,114.24,18.72,1937.69,136.52,1465.3,0.27,20.42,19.97,28.86,227.81,48.28,1
114.87,52.94,72.15,54.46,1097.89,252.12,2513.68,0.64,41.7,32.16,299.39,187.02,61.93,1
46.71,120.12,48.49,91.85,1061.08,248.84,2162.41,0.41,76.7,5.02,243.89,95.2,-73.41,0
53.7,69.37,127.69,69.62,1368.84,276.73,2466.17,0.14,73.49,46.3,126.35,181.39,-15.67,0
82.7,55.96,144.79,72.48,1585.48,80.62,2591.59,0.41,55.78,17.05,266.69,227.49,26.74,1
45.23,22.48,36.25,43.47,1813.16,180.29,1838.32,0.64,84.25,35.79,115.36,81.48,22.75,1
97.89,64.2,31.85,30.99,740.1,166.99,2016.85,0.33,38.74,7.32,260.86,129.74,33.69,1
85.18,110.61,79.06,92.45,189.21,170.25,2617.36,0.21,53.66,44.48,183.15,164.24,-25.43,0
34.83,60.69,35.86,98.71,320.44,185.02,1472.37,0.47,74.44,32.54,355.81,70.69,-25.86,0
101.62,22.43,123.43,64.61,719.05,167.2,2987.81,0.55,82.74,41.59,291.72,225.05,79.19,1
75.65,124.2,111.54,81.15,652.63,225.94,2679.99,0.63,79.57,26.02,269.7,187.19,-48.55,0
70.48,30.3,92.55,63.21,911.94,150.42,2589.61,0.12,74.21,9.8,469.77,163.03,40.18,1
102.44,56.99,62.95,90.02,1820.54,202.34,1658.22,0.14,61.2,11.98,245.92,165.39,45.45,1
43.26,56.75,70.17,28.3,768.45,110.77,2718.35,0.37,71.93,16.33,354.2,113.43,-13.49,0
90.26,55.2,142.54,23.48,1112.0,293.2,1758.14,0.33,71.65,46.54,452.37,232.8,35.06,1
98.91,121.09,57.21,77.47,1936.63,259.51,2672.89,0.66,63.89,30.13,141.15,156.12,-22.18,0
106.17,103.24,130.29,88.95,1952.13,278.03,1797.94,0.33,34.03,36.2,488.54,236.46,2.93,0
48.72,29.69,133.88,29.74,1503.28,66.67,2490.36,0.45,33.17,35.85,299.34,182.6,19.03,1
58.98,76.07,52.1,41.13,706.81,111.7,2891.97,0.34,53.75,42.14,186.82,111.08,-17.09,0
89.67,83.99,140.95,74.04,1036.47,201.75,1851.85,0.15,87.0,24.28,205.01,230.62,5.68,0
62.45,101.89,46.25,60.75,390.52,142.28,1568.93,0.34,36.82,44.44,128.89,108.7,-39.44,0
65.4,79.47,105.97,92.63,1849.17,64.92,1435.18,0.86,76.75,26.98,398.7,171.37,-14.07,0
72.68,118.73,49.91,42.53,739.91,282.9,2681.36,0.13,37.21,31.97,234.86,122.59,-46.05,0
69.44,54.72,39.87,46.05,1901.51,282.2,2667.55,0.6,33.27,28.44,307.94,109.31,14.72,1
38.07,26.36,60.34,79.95,916.03,225.0,2138.43,0.39,85.33,48.52,299.51,98.41,11.71,0
138.78,128.42,84.13,18.61,866.29,293.4,2734.53,0.28,30.98,37.25,326.09,222.91,10.36,0
128.79,24.49,110.72,97.32,1066.5,222.1,2310.19,0.57,24.36,5.23,403.01,239.51,104.3,1
82.13,86.48,106.19,66.05,1346.42,206.67,2205.61,0.71,69.5,40.31,379.06,188.32,-4.35,0
72.07,122.37,35.59,34.05,1259.78,135.12,1810.31,0.17,49.24,25.2,331.81,107.66,-50.3,1
144.18,115.41,114.4,52.06,1293.6,84.22,2782.49,0.82,88.17,47.21,73.24,258.58,28.77,1
44.57,28.31,133.76,43.68,729.9,286.86,2697.08,0.4,79.97,20.01,280.47,178.33,16.26,0
74.09,45.64,88.71,79.68,978.1,112.12,2977.32,0.92,47.92,40.05,107.77,162.8,28.45,1
138.0,20.78,141.49,71.12,448.01,276.24,1435.74,0.15,20.63,6.01,215.06,279.49,117.22,0
55.92,82.2,123.13,17.77,1390.96,66.41,2919.97,0.31,32.6,22.35,369.96,179.05,-26.28,1
100.05,68.54,83.69,31.51,1410.23,69.86,1536.67,0.72,19.47,4.76,155.18,183.74,31.51,1
104.05,52.73,145.04,81.62,167.07,277.82,2969.17,0.44,47.33,24.35,378.68,249.09,51.32,0
133.06,61.5,128.99,83.74,649.68,248.23,2846.13,0.5,89.84,1.88,59.07,262.05,71.56,0
87.67,90.11,112.58,95.02,412.25,229.61,2227.29,0.42,43.68,17.19,269.73,200.25,-2.44,0
130.04,90.92,57.84,23.22,1502.95,224.93,2718.95,0.72,85.16,11.45,485.33,187.88,39.12,1
137.28,41.04,128.41,91.19,1624.83,218.67,1598.26,0.98,20.22,40.31,69.45,265.69,96.24,1
135.8,100.36,80.3,43.96,678.08,111.49,1326.98,0.66,24.9,38.44,53.6,216.1,35.44,0
89.66,112.52,50.91,86.2,1773.18,160.75,1458.19,0.68,34.69,14.82,313.41,140.57,-22.86,0
31.32,114.8,148.19,91.82,1148.95,236.75,2873.72,0.38,24.08,33.93,129.75,179.51,-83.48,0
142.92,47.89,149.79,58.3,1921.17,82.84,1675.43,0.4,41.94,2.81,41.02,292.71,95.03,1
46.26,82.13,124.45,72.21,685.44,240.09,2977.86,0.2,54.81,19.52,297.56,170.71,-35.87,0
52.45,63.21,144.75,65.9,1233.74,291.93,2831.53,0.41,18.99,34.74,19.44,197.2,-10.76,0
65.06,124.84,139.12,17.54,720.34,215.8,2029.92,0.2,72.97,8.59,277.28,204.18,-59.78,0
86.17,50.3,107.41,53.93,141.66,260.36,1626.33,0.56,17.9,33.82,168.65,193.58,35.87,0
142.93,94.5,149.52,79.19,769.94,186.82,1590.91,0.4,46.61,30.78,146.47,292.45,48.43,0
61.86,83.07,45.5,76.9,488.87,257.98,1457.68,0.44,86.36,27.36,104.0,107.36,-21.21,0
68.94,69.21,49.71,94.75,550.04,178.93,1432.11,0.94,85.64,39.65,136.3,118.65,-0.27,0
35.91,78.74,129.32,26.72,1431.33,289.39,2555.45,0.42,65.36,36.1,430.97,165.23,-42.83,0
43.99,38.72,52.89,85.93,746.27,65.41,1792.98,0.92,34.53,49.31,394.81,96.88,5.27,0
126.8,113.87,82.86,24.99,421.6,156.51,2804.92,0.47,76.92,44.37,273.19,209.66,12.93,0
79.64,54.29,50.75,86.76,474.42,125.61,1848.25,0.62,20.91,21.21,237.6,130.39,25.35,0
80.3,32.38,37.99,91.85,1180.43,201.65,2479.91,0.21,22.7,18.32,337.38,118.29,47.92,1
62.97,24.32,80.36,54.88,1472.33,280.26,1527.67,0.77,27.95,32.51,429.84,143.33,38.65,1
68.26,95.62,84.73,41.52,504.96,280.85,2471.31,0.67,37.74,40.8,281.07,152.99,-27.36,0
106.05,49.54,86.06,66.37,1491.66,263.6,2910.63,0.65,34.15,31.3,346.16,192.11,56.51,1
128.69,67.41,67.55,74.91,970.33,258.58,2489.41,0.1,47.36,38.24,394.39,196.24,61.28,1
36.44,51.61,56.21,36.74,584.57,149.67,1602.97,0.94,79.07,35.14,495.73,92.65,-15.17,0
57.21,51.33,39.08,40.57,1316.42,81.04,2671.91,0.42,84.49,30.93,282.09,96.29,5.88,1
143.67,41.9,115.93,40.67,1385.65,111.32,2997.93,0.98,51.85,49.24,192.3,259.6,101.77,1
60.26,68.76,35.08,78.7,1785.99,141.39,2421.69,0.42,32.97,9.63,53.73,95.34,-8.5,1
77.09,82.52,132.48,87.47,1946.5,251.07,1474.93,0.13,19.44,49.98,228.49,209.57,-5.43,0
114.21,72.35,42.19,42.56,479.71,60.47,2564.67,0.38,38.84,45.39,422.44,156.4,41.86,1
126.42,110.27,99.78,80.56,258.36,157.35,1422.42,0.73,38.28,25.48,397.33,226.2,16.15,0
143.72,71.13,109.49,76.05,1052.74,58.82,1875.65,0.79,26.69,12.53,92.75,253.21,72.59,1
71.09,32.79,67.01,48.09,1524.91,102.4,2668.09,0.17,77.01,24.65,487.47,138.1,38.3,1
113.49,52.33,113.36,29.04,266.93,76.02,1421.89,0.35,57.96,21.84,215.75,226.85,61.16,0
91.48,59.05,44.31,48.18,336.58,60.36,2114.89,0.58,21.71,24.89,496.78,135.79,32.43,0
57.15,42.5,97.56,86.75,411.53,290.57,2218.72,0.88,16.96,13.98,181.42,154.71,14.65,0
146.39,49.57,65.55,45.54,1003.42,277.37,1530.3,0.2,75.32,14.38,355.81,211.94,96.82,1
127.21,34.2,81.88,64.75,1663.03,162.46,1953.7,0.33,58.12,32.45,451.17,209.09,93.01,1
127.01,65.18,46.43,58.19,227.72,144.72,2249.39,0.51,18.31,23.64,190.04,173.44,61.83,0
50.1,58.52,84.97,31.26,727.49,195.32,1429.67,0.4,66.32,25.27,133.55,135.07,-8.42,0
97.82,127.52,71.84,89.23,798.77,130.22,2533.5,0.92,71.85,41.31,87.21,169.66,-29.7,0
89.42,122.65,138.0,67.68,1269.0,201.51,2841.91,0.87,63.93,45.7,492.59,227.42,-33.23,0
39.63,90.45,54.55,27.8,1228.56,222.83,1347.89,0.79,86.04,18.05,166.19,94.18,-50.82,1
